exp_inits=test booth=A subj=1140367742 age=-99 sex=dts hand=dts permute_sec=02
19-Feb-2006 11:49:21
1140367761 training_phase_instructions
1140367803 PE.I_2
1140367826 I.PE_3
1140367840 I.PL_1
1140367873 I.PE_1
1140368188 I.PL_4
1140368197 PL.I_4
1140368205 D.C
1140368213 I.PE_4
1140368225 PL.I_3
1140368232 B.A
1140368241 PE.I_3
