exp_inits=12 booth=B subj=1081581179 age=99 sex=dts hand=dts permute_sec=59
10-Apr-2004 02:13:13
1081581193 training_phase_instructions
1081581249 I.PE_1
1081582923 PE.I_1
1081582929 A.B
1081582936 I.PE_2
1081583072 I.PL_1
