
X	X	O	O	X	X	O	X	X	O	X	O	O	X	O	O	X	O	X	O	968769543	Tue Sep 12  9:39:03 2000

X	O	X	O	O	X	O	X	X	O	O	X	O	X	O	X	X	O	Equal	Equal	968771655	Tue Sep 12 10:14:15 2000

X	X	O	X	X	O	X	O	O	X	X	X	O	O	O	X	X	X	X	Equal	968773033	Tue Sep 12 10:37:13 2000

X	O	X	O	O	X	O	X	X	O	O	X	O	X	O	X	X	O	X	O	968774420	Tue Sep 12 11:00:20 2000

X	X	O	X	X	X	O	X	X	O	X	O	X	X	O	O	X	O	X	O	968792517	Tue Sep 12 16:01:57 2000

X	X	X	O	O	X	O	X	X	O	O	O	O	X	O	O	X	O	X	O	968793871	Tue Sep 12 16:24:31 2000

X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	968793875	Tue Sep 12 16:24:35 2000

X	X	O	X	O	X	X	O	X	O	X	X	X	X	O	X	X	O	X	O	968797096	Tue Sep 12 17:18:16 2000

X	X	O	X	X	X	O	O	X	O	X	X	O	X	O	O	Equal	O	Equal	O	968802720	Tue Sep 12 18:52:00 2000

X	O	O	O	X	X	O	X	X	O	O	X	O	X	O	X	X	X	X	Equal	968805373	Tue Sep 12 19:36:13 2000

X	O	O	O	X	X	O	X	X	O	O	X	O	X	O	X	X	O	X	O	968806085	Tue Sep 12 19:48:05 2000

X	X	O	X	X	X	X	O	X	O	X	X	X	X	O	X	X	O	X	O	968809179	Tue Sep 12 20:39:39 2000

X	X	O	X	X	X	O	X	X	O	X	X	X	X	O	O	X	O	X	O	968811608	Tue Sep 12 21:20:08 2000

X	X	X	O	O	X	O	X	X	O	X	X	O	X	O	X	X	O	X	O	968823059	Wed Sep 13  0:30:59 2000

X	O	O	X	X	X	X	X	O	O	X	X	X	X	O	O	X	O	X	O	968855364	Wed Sep 13  9:29:24 2000

X	X	O	X	O	X	O	X	X	O	O	X	O	X	O	X	X	O	X	O	968857506	Wed Sep 13 10:05:06 2000

X	X	O	O	X	X	O	X	X	O	X	X	O	X	O	X	X	O	X	O	968861043	Wed Sep 13 11:04:03 2000

X	X	O	O	O	X	O	O	X	O	O	O	O	X	O	O	X	O	X	O	968862539	Wed Sep 13 11:28:59 2000

X	X	O	X	O	X	O	O	X	X	O	O	X	X	O	X	X	X	Equal	O	968869511	Wed Sep 13 13:25:11 2000

X	X	O	X	O	X	O	O	X	O	X	O	O	X	O	X	O	Equal	O	Equal	968871039	Wed Sep 13 13:50:39 2000

X	X	O	O	X	X	O	O	X	O	O	X	O	X	O	X	X	X	X	X	968871229	Wed Sep 13 13:53:49 2000

X	O	O	O	O	X	O	O	X	O	O	X	O	X	O	X	Equal	Equal	Equal	Equal	968871868	Wed Sep 13 14:04:28 2000

X	X	O	O	X	X	O	O	X	O	O	X	O	X	O	X	X	X	X	X	968872342	Wed Sep 13 14:12:22 2000

X	X	O	X	X	X	O	O	X	O	X	X	X	X	O	O	X	O	X	O	968873016	Wed Sep 13 14:23:36 2000

X	X	O	X	O	X	O	O	X	O	X	X	O	X	O	X	X	O	X	O	968873095	Wed Sep 13 14:24:55 2000

X	X	O	O	X	X	O	X	X	O	O	X	O	X	O	X	Equal	Equal	Equal	Equal	968873691	Wed Sep 13 14:34:51 2000

X	O	X	O	O	X	O	X	X	O	O	X	O	X	O	X	Equal	Equal	O	X	968874506	Wed Sep 13 14:48:26 2000

X	O	O	O	O	X	O	X	X	O	O	X	O	X	O	X	X	X	X	X	968875506	Wed Sep 13 15:05:06 2000

X	X	O	X	X	X	O	X	X	O	O	X	O	X	O	X	X	Equal	X	Equal	968876104	Wed Sep 13 15:15:04 2000

O	O	X	O	X	X	O	X	X	O	O	X	O	X	O	X	O	O	O	O	968876536	Wed Sep 13 15:22:16 2000

X	X	O	X	X	X	O	O	X	O	X	O	X	X	O	X	X	O	X	O	968877168	Wed Sep 13 15:32:48 2000

X	X	O	O	X	X	O	O	X	O	O	X	O	X	O	X	X	X	X	X	968879605	Wed Sep 13 16:13:25 2000

X	X	O	X	X	X	O	O	X	O	O	X	O	X	O	O	X	O	Equal	O	968881253	Wed Sep 13 16:40:53 2000

X	X	O	X	O	X	O	O	X	O	O	X	O	X	O	X	X	O	X	O	968881562	Wed Sep 13 16:46:02 2000

X	O	O	X	X	X	X	X	X	O	O	X	X	X	X	X	X	X	X	O	968882323	Wed Sep 13 16:58:43 2000

X	O	O	O	X	X	O	X	X	O	O	O	X	X	O	X	X	O	X	O	968883300	Wed Sep 13 17:15:00 2000

X	O	X	O	O	O	O	X	O	O	O	X	O	O	O	X	X	O	X	O	968883681	Wed Sep 13 17:21:21 2000

X	O	O	X	X	X	O	X	X	O	O	X	O	O	O	X	X	O	X	O	968884319	Wed Sep 13 17:31:59 2000

X	X	O	O	X	X	O	X	X	O	O	X	O	X	O	X	X	O	X	O	968884566	Wed Sep 13 17:36:06 2000

X	X	O	O	O	X	O	O	X	O	O	X	O	X	O	X	X	O	X	Equal	968884722	Wed Sep 13 17:38:42 2000

X	X	O	O	X	X	X	O	X	O	X	X	O	X	O	X	X	Equal	X	O	968891120	Wed Sep 13 19:25:20 2000

X	O	O	O	O	O	X	X	O	X	O	X	O	X	X	X	X	X	O	X	968891427	Wed Sep 13 19:30:27 2000

X	O	O	O	X	X	O	X	O	O	X	X	X	X	O	X	X	O	X	X	968891431	Wed Sep 13 19:30:31 2000

X	O	O	O	O	O	X	X	O	X	O	X	O	X	X	X	X	X	O	X	968891483	Wed Sep 13 19:31:23 2000

X	O	O	O	O	O	X	X	O	X	O	X	O	X	X	X	X	X	O	X	968891500	Wed Sep 13 19:31:40 2000

X	O	O	O	O	O	X	X	O	X	O	X	O	X	X	X	X	X	O	X	968891533	Wed Sep 13 19:32:13 2000

X	O	O	O	O	O	X	X	O	X	O	X	O	X	X	X	X	X	O	X	968891539	Wed Sep 13 19:32:19 2000

X	O	O	O	O	O	X	X	O	X	O	X	O	X	X	X	X	X	O	X	968891572	Wed Sep 13 19:32:52 2000

X	O	O	O	O	O	X	X	O	X	O	X	O	X	X	X	X	X	O	X	968891631	Wed Sep 13 19:33:51 2000

X	O	O	O	O	O	X	X	O	X	O	X	O	X	X	X	X	X	O	X	968891653	Wed Sep 13 19:34:13 2000

X	O	O	O	O	O	X	X	O	X	O	X	O	X	X	X	X	X	O	X	968891748	Wed Sep 13 19:35:48 2000

X	O	O	O	O	O	X	X	O	X	O	X	O	X	X	X	X	X	O	X	968891885	Wed Sep 13 19:38:05 2000

X	O	O	O	O	O	X	X	O	X	O	X	O	X	X	X	X	X	O	X	968891906	Wed Sep 13 19:38:26 2000

X	O	X	O	X	X	O	X	O	X	O	O	O	X	O	X	X	X	X	O	968893245	Wed Sep 13 20:00:45 2000

X	O	X	O	X	X	O	X	X	O	O	O	O	X	O	O	X	O	X	O	968893470	Wed Sep 13 20:04:30 2000

X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	Equal	Equal	Equal	Equal	968893781	Wed Sep 13 20:09:41 2000

X	O	O	O	X	X	X	X	X	O	O	X	O	X	O	X	X	O	X	O	968896076	Wed Sep 13 20:47:56 2000

X	X	O	O	X	X	O	X	X	O	X	O	X	X	O	O	X	O	X	Equal	968898003	Wed Sep 13 21:20:03 2000

X	X	O	O	O	X	O	X	X	O	O	X	O	X	O	X	X	O	X	O	968898872	Wed Sep 13 21:34:32 2000

X	X	X	O	X	X	O	X	X	O	O	X	O	X	O	X	X	Equal	X	O	968899298	Wed Sep 13 21:41:38 2000

X	O	O	O	O	X	O	O	X	O	O	X	O	X	O	X	Equal	Equal	Equal	Equal	968900282	Wed Sep 13 21:58:02 2000

X	X	O	O	X	X	O	X	X	O	X	X	X	X	O	X	X	O	X	O	968901235	Wed Sep 13 22:13:55 2000

X	X	O	O	O	X	O	O	X	O	O	X	O	X	O	X	Equal	X	Equal	Equal	968906164	Wed Sep 13 23:36:04 2000

X	X	O	X	X	X	O	O	X	O	X	X	O	X	X	O	X	O	X	O	968920163	Thu Sep 14  3:29:23 2000

X	X	O	O	X	X	O	X	X	O	O	X	O	X	O	X	X	O	X	O	968943065	Thu Sep 14  9:51:05 2000

X	O	X	O	X	X	O	X	X	O	X	X	O	X	O	X	X	O	X	O	968946691	Thu Sep 14 10:51:31 2000

X	O	O	O	O	X	O	X	X	O	X	X	O	X	O	X	X	X	X	X	969040350	Fri Sep 15 12:52:30 2000

X	X	O	O	O	X	O	O	X	O	O	X	O	X	O	X	X	O	X	O	969394763	Tue Sep 19 15:19:23 2000

X	X	O	O	X	X	O	X	X	O	X	O	O	X	O	O	X	O	X	O	969497041	Wed Sep 20 19:44:01 2000

X	O	X	O	X	X	O	O	X	O	X	X	X	X	O	X	X	O	X	O	969504308	Wed Sep 20 21:45:08 2000

X	O	O	O	X	X	O	X	X	O	X	X	X	X	O	X	X	O	X	O	969515805	Thu Sep 21  0:56:45 2000

X	X	X	O	X	X	O	X	X	O	O	X	O	X	O	X	X	O	X	O	969516085	Thu Sep 21  1:01:25 2000

X	X	X	X	X	X	O	O	O	O	X	O	X	O	X	O	X	Equal	Equal	Equal	969518349	Thu Sep 21  1:39:09 2000

X	O	O	O	O	X	O	X	X	O	X	X	X	X	O	X	X	O	X	O	969524444	Thu Sep 21  3:20:44 2000

X	X	O	X	X	X	O	O	X	O	O	O	O	X	O	X	X	Equal	X	O	969558014	Thu Sep 21 12:40:14 2000

X	X	O	X	X	X	O	O	X	O	O	O	O	X	O	X	X	O	X	O	969574783	Thu Sep 21 17:19:43 2000

X	X	O	O	O	X	X	O	X	O	X	X	O	X	O	X	X	Equal	X	O	969582597	Thu Sep 21 19:29:57 2000

X	O	O	X	X	X	O	O	X	O	X	O	O	X	O	O	X	O	X	O	969597714	Thu Sep 21 23:41:54 2000

X	O	O	O	X	X	O	O	X	O	O	X	O	X	O	X	X	O	X	O	969601232	Fri Sep 22  0:40:32 2000

X	O	O	O	X	X	O	O	X	O	O	X	O	X	O	X	X	O	X	O	969601349	Fri Sep 22  0:42:29 2000

X	X	O	X	O	O	X	O	X	O	X	X	X	X	O	X	X	Equal	O	Equal	969748647	Sat Sep 23 17:37:27 2000

X	O	O	O	X	X	O	X	X	O	O	X	O	X	O	X	Equal	Equal	Equal	Equal	969822043	Sun Sep 24 14:00:43 2000

X	X	X	X	X	X	O	X	X	O	X	X	X	X	O	X	X	O	Equal	O	969825803	Sun Sep 24 15:03:23 2000

X	O	O	X	O	X	O	X	X	O	O	X	O	X	O	X	X	Equal	Equal	Equal	969841417	Sun Sep 24 19:23:37 2000

O	O	O	O	O	X	O	X	X	O	O	X	O	X	O	X	X	O	X	O	969897368	Mon Sep 25 10:56:08 2000

X	X	O	O	O	X	O	X	X	O	O	X	O	X	O	X	Equal	Equal	Equal	Equal	969902936	Mon Sep 25 12:28:56 2000

O	X	O	O	X	X	O	X	O	O	X	X	O	X	O	X	X	O	X	O	969917484	Mon Sep 25 16:31:24 2000

X	O	O	X	X	X	O	X	X	O	O	X	O	X	O	X	X	O	X	O	969918694	Mon Sep 25 16:51:34 2000

X	O	O	O	X	X	O	X	X	O	X	X	X	X	O	X	Equal	O	X	O	969924713	Mon Sep 25 18:31:53 2000

X	X	O	O	O	O	O	X	X	O	X	X	O	X	O	O	X	Equal	X	O	969925524	Mon Sep 25 18:45:24 2000

X	X	O	O	O	O	O	X	X	O	X	X	O	O	O	X	O	X	Equal	X	969929441	Mon Sep 25 19:50:41 2000

X	X	X	X	O	X	X	O	X	X	O	X	O	X	X	X	X	Equal	X	Equal	969931908	Mon Sep 25 20:31:48 2000

X	X	O	O	O	O	O	X	O	O	O	X	O	X	O	X	X	X	Equal	Equal	969932419	Mon Sep 25 20:40:19 2000

X	X	O	O	O	X	O	X	X	O	O	X	O	X	O	X	X	O	X	O	969934137	Mon Sep 25 21:08:57 2000

			O	X							X	O	O			X	Equal	X	Equal	969936147	Mon Sep 25 21:42:27 2000

O	O	O	O	X	X	O	X	X	O	O	X	O	X	O	X	Equal	X	Equal	X	969937183	Mon Sep 25 21:59:43 2000

X	O	O	X	O	X	X	X	X	O	O	X	O	X	O	X	X	X	O	X	969937279	Mon Sep 25 22:01:19 2000

X	O	O	X	X	X	O	X	X	O	X	X	X	X	O	X	X	O	X	O	969937587	Mon Sep 25 22:06:27 2000

X	O	X	O	X	X	O	X	X	O	O	X	O	X	O	X	X	O	X	O	969937957	Mon Sep 25 22:12:37 2000

O	X		X	X	X	O	X	X	O		X	O	X	O	X	X	O	X	O	969938174	Mon Sep 25 22:16:14 2000

X	X	O	O	X	X	O	O	X	O	O	X	O	X	O	X	X	O	X	O	969940494	Mon Sep 25 22:54:54 2000

X	O	O	O	O	X	O	X	X	O	O	X	O	X	O	X	X	O	X	O	969940811	Mon Sep 25 23:00:11 2000

X	X	O	O	O	X	O	X	X	O	X	X	O	X	O	X	X	O	X	O	969942478	Mon Sep 25 23:27:58 2000

X	O	X	O	O	O	O	X	X	O	O	X	O	X	O	X	O	X	X	X	969944867	Tue Sep 26  0:07:47 2000

X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	969954732	Tue Sep 26  2:52:12 2000

X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	Equal	Equal	Equal	Equal	969955188	Tue Sep 26  2:59:48 2000

X	O	X	X	O	X	X	X	X	O	O	X	O	X	O	X	X	Equal	X	Equal	969976121	Tue Sep 26  8:48:41 2000

X	X	O	X	O	X	O	O	X	O	O	X	O	X	O	X	X	X	X	X	969985979	Tue Sep 26 11:32:59 2000

X	X	O	O	X	X	O	O	X	O	X	X	O	X	O	O	X	O	X	O	969989239	Tue Sep 26 12:27:19 2000

X	O	O	O	O	X	O	O	X	O	X	X	O	X	O	O	X	O	X	O	969989661	Tue Sep 26 12:34:21 2000

O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	Equal	Equal	Equal	Equal	970111119	Wed Sep 27 22:18:39 2000

X	X	O	X	O	X	O	O	X	O	O	X	O	X	O	X	Equal	Equal	Equal	Equal	970173270	Thu Sep 28 15:34:30 2000

X	X	O	O	X	X	O	O	X	O	O	X	O	X	O	O	X	O	X	O	970750024	Thu Oct  5  7:47:04 2000

X	X	O	O	X	X	O	O	X	O	O	X	O	X	O	O	X	O	X	O	970750026	Thu Oct  5  7:47:06 2000

X	X	O	X	O	X	X	O	X	O	O	O	O	X	O	O	O	X	O	X	970854889	Fri Oct  6 12:54:49 2000

X	X	O	O	O	X	O	X	X	O	O	X	O	X	O	X	O	Equal	O	Equal	970885235	Fri Oct  6 21:20:35 2000

X	O	O	O	X	X	O	X	X	O	O	X	X	X	O	X	X	O	X	O	971518220	Sat Oct 14  5:10:20 2000

X	X		X	X	X	O	X	X	O	X	X	X	X	O	X	X	O	X	O	971774795	Tue Oct 17  4:26:35 2000

X	O	X	O	X	O	X	O	X	O	X	O	X	O	O	X	X	Equal	X	O	972531526	Wed Oct 25 22:38:46 2000

X	O	X	O	X	O	X	O	X	O	X	O	X	O	O	X	X	Equal	X	O	972531538	Wed Oct 25 22:38:58 2000

X	O	O	O	X	X	X	X	X	X	X	X	X	X	X	X	X	O	X	X	972532149	Wed Oct 25 22:49:09 2000
X	O	X	O	X	X	O	X	X	O	X	X	O	X	O	X	X	O	X	O	974266530	Wed Nov 15  0:35:30 2000

X	X	O	X	O	X	O	X	X	O	X	X	X	X	O	X	X	O	X	O	974673060	Sun Nov 19 17:31:00 2000

X	X	X	O	X	O	O	X	O	O	O	X	O	X	O	X	X	O	O	Equal	976343880	Sat Dec  9  1:38:00 2000

X	X	O	O	X	X	O	X	O	O	X	X	O	X	O	O	X	Equal	X	O	976656312	Tue Dec 12 16:25:12 2000

X	X	O	O	O	X	X	X	X	X	O	O	X	O	O	O	O	O	O	X	976902814	Fri Dec 15 12:53:34 2000

O	X	O	O	X	X	O	X	X	O	X	X	O	X	O	O	X	O	X	O	977086639	Sun Dec 17 15:57:19 2000

X	O	X	O	O	O	O	X	X	O	X	X	X	X	O	X	X	X	X	X	978720632	Fri Jan  5 13:50:32 2001

X	X	O	X	X	O	X	O	O	X	X	O	X	X	O	X	X	O	X	O	978725895	Fri Jan  5 15:18:15 2001

X	X	X	O	O	X	O	X	X	O	X	X	O	X	O	X	X	O	X	O	979055155	Tue Jan  9 10:45:55 2001

X	X	O	O	X	X	O	X	X	O	X	X	O	X	O	X	X	O	X	O	979145675	Wed Jan 10 11:54:35 2001

X	X	O	O	X	X	O	X	X	O	X	X	O	X	O	X	X	O	X	O	979145610	Wed Jan 10 11:53:30 2001

X	O	X	O	X	X	O	O	O	X	O	X	X	O	X	X	X	O	Equal	X	979326839	Fri Jan 12 14:13:59 2001

X	O	O	X	O	X	O	X	X	O	X	X	X	X	O	O	X	O	X	O	980975324	Wed Jan 31 16:08:44 2001

X	X	O	X	X	X	X	X	X	O	X	O	O	X	O	X	X	X	X	X	981127742	Fri Feb  2 10:29:02 2001

X	X	O	X	O	X	X	O	X	O	O	X	O	X	X	X	X	O	X	Equal	981881588	Sun Feb 11  3:53:08 2001

X	O	O	X	X	X	O	X	X	O	X	O	O	X	O	X	X	O	X	O	982164605	Wed Feb 14 10:30:05 2001

X	X	O	O	X	X	X	O	X	O	O	X	X	X	O	X	X	O	X	O	983239973	Mon Feb 26 21:12:53 2001

X	X	O	O	O	X	O	O	X	O	O	X	O	X	O	X	X	X	X	X	983406815	Wed Feb 28 19:33:35 2001

X	X	X	X	O	X	O	O	X	O	X	O	X	X	O	O	X	Equal	X	O	983466388	Thu Mar  1 12:06:28 2001

X	O	X	X	X	X	O	O	X	O	O	O	O	X	X	O	O	X	O	X	984206520	Sat Mar 10  1:42:00 2001

X	X	X	O	O	X	O	X	X	O	X	X	O	X	O	X	X	X	O	X	985366986	Fri Mar 23 12:03:06 2001

X	O	X	X	O	X	X	X	X	O	X	X	O	X	O	X	X	X	O	X	986663192	Sat Apr  7 12:06:32 2001

