54 16 32 13 34
43 13 37 9 34
33 16 14 6 35
44 15 27 14 36
42 13 15 15 47
45 16 25 10 42
53 16 28 12 37
51 16 17 7 37
50 15 29 13 34
38 17 26 13 43
52 13 16 9 34
54 18 26 17 28
43 14 27 8 27
57 14 27 11 35
43 17 28 14 38
44 14 32 15 34
59 14 33 15 40
37 17 19 8 47
55 19 20 13 31
46 12 26 10 36
65 13 24 14 30
52 12 19 7 42
53 12 20 17 44
40 13 34 11 42
42 14 21 13 38
53 17 32 11 34
47 20 20 17 34
67 14 21 15 43
39 16 25 13 37
41 14 31 11 36
