1  1  2
1  2  1
1  3  1
1  4  3
1  5  3
1  6  3
1  7  1
1  8  3
1  9  3
1  10  3
1  11  4
1  12  1
1  13  1
1  14  2
1  15  3
2  1  5
2  2  4
2  3  3
2  4  3
2  5  6
2  6  2
2  7  3
2  8  5
2  9  3
2  10  3
2  11  5
2  12  3
2  13  3
2  14  5
2  15  5
3  1  6
3  2  3
3  3  3
3  4  4
3  5  7
3  6  3
3  7  2
3  8  4
3  9  4
3  10  2
3  11  6
3  12  3
3  13  3
3  14  2
3  15  5
