 1 1 9
 2 1 5
 3 1 8
 4 1 10
 5 1 8
 6 1 14
 7 1 12
 8 1 8
 9 1 11
 10 1 4
 11 1 7
 12 1 1
 13 1 7
 14 1 11
 15 1 13
 16 1 8
 17 1 10
 1 2 6
 2 2 3
 3 2 4
 4 2 4
 5 2 5
 6 2 10
 7 2 11
 8 2 3
 9 2 8
 10 2 4
 11 2 7
 12 2 0
 13 2 4
 14 2 5
 15 2 12
 16 2 5
 17 2 9
