exp_inits=ek booth=D subj=1013196067 age=21 sex=M hand=R permute_sec=07
08-Feb-2002 14:21:34
1013196094 training_phase_instructions
1013196247 I.PL_1
1013196321 PE.I_3
1013196348 I.PL_2
1013196368 I.PL_3
1013196399 PL.I_1
1013196413 B.A
1013196427 D.C
1013196447 PL.I_3
1013196460 PL.I_4
1013196480 I.PL_4
1013196503 I.PE_2
1013196535 I.PE_3
1013196548 PL.I_2
1013196563 I.PE_4
1013196582 A.B
1013196598 C.D
1013196625 PE.I_4
1013196643 PE.I_1
1013196667 PE.I_2
1013196684 I.PE_1
1013196844 PE.I_4
